State,SL_NO,PC_No,PC_Name,Electors_Total,Voters_Male,Voters_Female,Voters_TG,Voters_Total,Voters_NRI,Postal_Votes,Total_Voters,Turnout_Percent,Turnout_Male,Turnout_Female,Turnout_TG
Tamil Nadu,366.,8,Vellore,1438643,503311,521692,39,1025042,0,3058,1028100,71.46,71.16,71.35,37.14
Tamil Nadu,367.,9,Krishnagiri,1530404,588058,569700,35,1157793,0,4480,1162273,75.95,75.72,75.6,14.83
Tamil Nadu,368.,10,Dharmapuri,1485804,617619,594650,42,1212311,0,12154,1224465,82.41,81.58,81.62,32.31
Tamil Nadu,369.,11,Tiruvannamalai,1473862,565142,579380,27,1144549,0,7242,1151791,78.15,77.34,77.97,35.06
Tamil Nadu,370.,12,Arani,1449150,566134,571075,16,1137225,0,7692,1144917,79.01,78.88,78.09,20.51
Tamil Nadu,371.,13,Viluppuram,1444335,564557,566199,43,1130799,0,5299,1136098,78.66,78.23,78.37,23.24
Tamil Nadu,372.,14,Kallakurichi,1528938,580683,617701,39,1198423,0,6512,1204935,78.81,76.58,80.17,21.79
Tamil Nadu,373.,15,Salem,1612512,639561,610150,44,1249755,0,6575,1256330,77.91,78.93,76.06,48.89
Tamil Nadu,374.,16,Namakkal,1413599,555962,573885,43,1129890,0,4094,1133984,80.22,79.93,79.94,38.74
Tamil Nadu,375.,17,Erode,1462246,529075,532968,30,1062073,0,6930,1069003,73.11,73.92,71.41,28.85
Tamil Nadu,376.,18,Tiruppur,1530014,566137,549529,27,1115693,0,4400,1120093,73.21,74.19,71.67,19.85
Tamil Nadu,377.,19,Nilgiris,1366060,499957,507807,10,1007774,0,3275,1011049,74.01,75.09,72.52,14.49
Tamil Nadu,378.,20,Coimbatore,1958904,634627,610981,36,1245644,0,5285,1250929,63.86,64.86,62.33,16.9
Tamil Nadu,379.,21,Pollachi,1520504,536887,540497,36,1077420,0,4468,1081888,71.15,71.99,69.79,20.81
Tamil Nadu,380.,22,Dindigul,1541881,568983,586609,15,1155607,0,5324,1160931,75.29,75.38,74.55,9.49
Tamil Nadu,381.,23,Karur,1387286,532989,564924,34,1097947,0,5698,1103645,79.55,78.49,79.77,50.75
Tamil Nadu,382.,24,Tiruchirappalli,1508963,513314,527326,71,1040711,0,8068,1048779,69.5,69.38,68.58,47.97
Tamil Nadu,383.,25,Perambalur,1391853,524468,570254,32,1094754,0,8406,1103160,79.26,77.21,80.04,39.02
Tamil Nadu,384.,26,Cuddalore,1364038,505581,533135,25,1038741,0,4639,1043380,76.49,75.01,77.28,27.47
Tamil Nadu,385.,27,Chidambaram,1480222,553860,595522,3,1149385,0,4872,1154257,77.98,75.07,80.22,5.08
Tamil Nadu,386.,28,Mayiladuthurai,1484842,529933,562966,18,1092917,0,4863,1097780,73.93,72.08,75.11,36
Tamil Nadu,387.,29,Nagapattinam,1303649,476344,521489,10,997843,0,5077,1002920,76.93,74.03,78.99,25
Tamil Nadu,388.,30,Thanjavur,1461052,495980,556575,15,1052570,0,7482,1060052,72.55,69.69,74.29,15.46
Tamil Nadu,389.,31,Sivaganga,1552019,495947,585207,13,1081167,0,3739,1084906,69.9,64.63,74.59,19.7
Tamil Nadu,390.,32,Madurai,1539026,500312,511142,46,1011500,0,5622,1017122,66.09,65.94,65.52,47.92
Tamil Nadu,391.,33,Theni,1561040,571213,596677,29,1167919,0,7089,1175008,75.27,73.66,75.97,15.85
Tamil Nadu,392.,34,Virudhunagar,1484256,520544,544786,12,1065342,0,10584,1075926,72.49,71.53,72.02,9.23
Tamil Nadu,393.,35,Ramanathapuram,1559740,491515,569601,8,1061124,0,5799,1066923,68.4,63.21,72.83,9.76
Tamil Nadu,394.,36,Thoothukkudi,1427783,478152,507621,36,985809,0,6158,991967,69.48,68.04,70.02,31.03
Tamil Nadu,395.,37,Tenkasi,1492317,506970,548621,4,1055595,0,10413,1066008,71.43,68.9,72.53,5.13
Tamil Nadu,396.,38,Tirunelveli,1547800,499295,533224,11,1032530,0,7860,1040390,67.22,65.71,67.68,16.18
Tamil Nadu,397.,39,Kanniyakumari,1501250,510999,531602,24,1042625,0,6802,1049427,69.9,67.16,71.81,15.09
Telangana,398.,1,Adilabad,1489790,523054,539832,9,1062895,0,1082,1063977,71.42,71.49,71.21,16.07
Telangana,399.,2,Peddapalle,1479091,484439,484738,21,969198,0,967,970165,65.59,65.41,65.65,25.3
Telangana,400.,3,Karimnagar,1651543,558800,588108,7,1146915,0,1286,1148201,69.52,68.49,70.38,20.59
Telangana,401.,4,Nizamabad,1553385,474024,587594,4,1061622,0,1560,1063182,68.44,64.22,72.07,13.79
Telangana,402.,5,Zahirabad,1498666,514518,529323,2,1043843,0,661,1044504,69.7,69.7,69.61,3.28
Telangana,403.,6,Medak,1603318,581947,567533,10,1149490,0,841,1150331,71.75,72.82,70.58,24.39
Telangana,404.,7,Malkajgiri,3150313,823072,738294,34,1561400,0,2246,1563646,49.63,50.25,48.83,9.74
Telangana,405.,8,Secundrabad,1968276,488024,426124,6,914154,0,1109,915263,46.5,47.61,45.18,10.17
Telangana,406.,9,Hyderabad,1957931,479564,397698,5,877267,0,674,877941,44.84,47.36,42.07,3.79
Telangana,407.,10,CHEVELLA,2443112,678645,620290,18,1298953,0,2045,1300998,53.25,53.67,52.64,7.83
Telangana,408.,11,Mahbubnagar,1506102,494155,489732,4,983891,0,876,984767,65.39,65.7,64.95,10.26
Telangana,409.,12,Nagarkurnool,1588111,502620,486427,1,989048,0,845,989893,62.33,62.95,61.61,2.56
Telangana,410.,13,Nalgonda,1585980,585803,588944,3,1174750,0,1234,1175984,74.15,74.66,73.5,11.11
Telangana,411.,14,Bhongir,1628033,616922,594332,2,1211256,0,1521,1212777,74.49,75.32,73.47,6.67
Telangana,412.,15,Warangal,1666770,530268,530078,66,1060412,0,1260,1061672,63.7,63.92,63.33,36.26
Telangana,413.,16,Mahabubabad,1424385,485104,497622,8,982734,0,973,983707,69.06,69.01,68.98,17.02
Telangana,414.,17,Khammam,1513809,559568,578825,32,1138425,0,1423,1139848,75.3,75.59,74.84,48.48
Tripura,415.,1,Tripura West,1352857,559005,542353,4,1101362,0,7065,1108427,81.93,81.32,81.51,40
Tripura,416.,2,Tripura East,1261861,529358,511554,1,1040913,0,5210,1046123,82.9,82.52,82.46,25
Uttar Pradesh,417.,1,Saharanpur,1739082,663829,565077,9,1228915,0,3523,1232438,70.87,71.32,69.92,10.98
Uttar Pradesh,418.,2,Kairana,1666703,606832,514021,10,1120863,0,3350,1124213,67.45,67.41,67.07,10.75
Uttar Pradesh,419.,3,Muzaffarnagar,1698003,624979,529210,3,1154192,0,7582,1161774,68.42,67.84,68.14,2.7
Uttar Pradesh,420.,4,Bijnor,1664125,585728,510581,4,1096313,0,5653,1101966,66.22,65.39,66.45,5
Uttar Pradesh,421.,5,Nagina,1586117,515070,490879,6,1005955,0,3830,1009785,63.66,61.04,66.14,10
Uttar Pradesh,422.,6,Moradabad,1958939,691615,588042,12,1279669,0,2596,1282265,65.46,65.94,64.62,12.37
Uttar Pradesh,423.,7,Rampur,1679506,565546,494611,4,1060161,0,1077,1061238,63.19,62.66,63.68,2.45
Uttar Pradesh,424.,8,Sambhal,1828764,645902,536303,4,1182209,0,1579,1183788,64.73,65.54,63.61,3.15
Uttar Pradesh,425.,9,Amroha,1646435,616570,550735,3,1167308,0,2446,1169754,71.05,70.33,71.55,3.53
Uttar Pradesh,426.,10,Meerut,1892931,673088,538984,4,1212076,0,4864,1216940,64.29,65.12,62.73,3.01
Uttar Pradesh,427.,11,Baghpat,1616476,581282,455777,2,1037061,0,8546,1045607,64.68,64.79,63.37,2.35
Uttar Pradesh,428.,12,Ghaziabad,2728978,854916,666970,6,1521892,0,3205,1525097,55.89,56.25,55.17,5.5
Uttar Pradesh,429.,13,Gautam Buddha Nagar,2302960,773558,616093,4,1389655,0,3486,1393141,60.49,60.99,59.55,3.01
Uttar Pradesh,430.,14,Bulandshahr,1787925,584669,533764,9,1118442,0,6558,1125000,62.92,61.35,63.94,9.47
Uttar Pradesh,431.,15,Aligarh,1887127,625385,530640,5,1156030,0,7920,1163950,61.68,61.79,60.65,4.27
Uttar Pradesh,432.,16,Hathras,1864320,621305,522728,2,1144035,0,7426,1151461,61.76,61.53,61.17,3.23
Uttar Pradesh,433.,17,Mathura,1807893,611218,486892,2,1098112,0,6213,1104325,61.08,62.1,59.13,0.99
Uttar Pradesh,434.,18,Agra,1937690,644571,496879,5,1141455,0,4174,1145629,59.12,60.95,56.47,5.1
Uttar Pradesh,435.,19,Fatehpur Sikri,1718837,580669,450331,4,1031004,0,7456,1038460,60.42,61.72,57.88,7.69
Uttar Pradesh,436.,20,Firozabad,1790510,592593,479885,2,1072480,0,4094,1076574,60.13,61.45,58.1,2.2
Uttar Pradesh,437.,21,Mainpuri,1723236,543014,429681,2,972697,0,5564,978261,56.77,58.13,54.45,3.45
Uttar Pradesh,438.,22,Etah,1621295,536075,461773,5,997853,0,2499,1000352,61.7,61,62.2,10.87
Uttar Pradesh,439.,23,Badaun,1891576,592408,486684,9,1079101,0,2373,1081474,57.17,57.67,56.31,9.38
Uttar Pradesh,440.,24,Aonla,1785605,580835,469654,4,1050493,0,2409,1052902,58.97,59.43,58.11,4.6
Uttar Pradesh,441.,25,Bareilly,1797655,589861,475904,3,1065768,0,3188,1068956,59.46,60.21,58.19,3.61
Uttar Pradesh,442.,26,Pilibhit,1761207,639291,543594,5,1182890,0,4335,1187225,67.41,67.38,66.92,6.58
Uttar Pradesh,443.,27,Shahjahanpur,2114201,664430,515538,6,1179974,0,7159,1187133,56.15,57.37,53.93,3.82
Uttar Pradesh,444.,28,Kheri,1770699,623854,512343,6,1136203,0,569,1136772,64.2,65.88,62.2,16.67
Uttar Pradesh,445.,29,Dhaurahra,1644674,598573,464597,8,1063178,0,775,1063953,64.69,67.66,61.14,8.42
Uttar Pradesh,446.,30,Sitapur,1666126,585694,477676,8,1063378,0,1844,1065222,63.93,65.79,61.57,11.59
Uttar Pradesh,447.,31,Hardoi,1807119,587977,467415,0,1055392,0,2455,1057847,58.54,59.92,56.6,0
Uttar Pradesh,448.,32,Misrikh,1796932,572540,452522,1,1025063,0,2319,1027382,57.17,58.7,55.09,1.25
Uttar Pradesh,449.,33,Unnao,2191465,677560,557981,5,1235546,0,2005,1237551,56.47,56.39,56.38,5.15
Uttar Pradesh,450.,34,Mohanlalganj,2023431,700199,563737,0,1263936,0,6644,1270580,62.79,64.66,59.94,0
Uttar Pradesh,451.,35,Lucknow,2040367,609363,497734,3,1107100,6,10530,1117630,54.78,55.58,52.74,3.09
Uttar Pradesh,452.,36,Rae Bareli,1702248,486873,468447,1,955321,0,3701,959022,56.34,54.33,58.12,2
Uttar Pradesh,453.,37,Amethi,1743515,479441,461540,0,940981,0,1975,942956,54.08,51.86,56.37,0
Uttar Pradesh,454.,38,Sultanpur,1775196,499120,499917,4,999041,0,1723,1000764,56.37,53.72,59.09,5.48
Uttar Pradesh,455.,39,Pratapgarh,1708759,460484,449531,0,910015,0,5244,915259,53.56,50.24,56.75,0
Uttar Pradesh,456.,40,Farrukhabad,1708585,551171,449196,6,1000373,0,2868,1003241,58.72,59.29,57.68,7.79
Uttar Pradesh,457.,41,Etawah,1757984,558464,464983,3,1023450,0,5361,1028811,58.52,58.36,58.05,6.52
Uttar Pradesh,458.,42,Kannauj,1874824,622274,514822,4,1137100,0,3885,1140985,60.86,60.65,60.65,6.15
Uttar Pradesh,459.,43,Kanpur,1632983,475353,362893,7,838253,0,5166,843419,51.65,53.19,49.09,5.38
Uttar Pradesh,460.,44,Akbarpur,1766121,572760,446366,16,1019142,0,7491,1026633,58.13,59.37,55.7,15.24
Uttar Pradesh,461.,45,Jalaun,1933358,620288,506493,2,1126783,0,3963,1130746,58.49,59.06,57.36,2.41
Uttar Pradesh,462.,46,Jhansi,2040739,745494,633910,3,1379407,0,1723,1381130,67.68,69.02,65.99,4.62
Uttar Pradesh,463.,47,Hamirpur,1749100,590920,496952,14,1087886,0,2143,1090029,62.32,61.95,62.49,37.84
Uttar Pradesh,464.,48,Banda,1702024,551269,481995,12,1033276,0,1636,1034912,60.8,59.47,62.2,19.05
Uttar Pradesh,465.,49,Fatehpur,1839312,552984,486248,2,1039234,0,5255,1044489,56.79,55.35,57.87,3.28
Uttar Pradesh,466.,50,Kaushambi,1787120,507213,464469,3,971685,0,3352,975037,54.56,52.79,56.23,1.12
Uttar Pradesh,467.,51,Phulpur,2010477,538435,435879,12,974326,0,4751,979077,48.7,48.84,48.01,5.61
Uttar Pradesh,468.,52,Allahabad,1716160,494017,392794,4,886815,0,2738,889553,51.83,52.55,50.63,2.11
Uttar Pradesh,469.,53,Barabanki,1816830,637599,517214,5,1154818,0,890,1155708,63.61,65.73,61.08,9.09
Uttar Pradesh,470.,54,Faizabad,1821785,571394,514352,20,1085766,0,1654,1087420,59.69,58.67,60.67,35.09
Uttar Pradesh,471.,55,Ambedkar Nagar,1785657,556597,531868,0,1088465,0,2150,1090615,61.08,58.11,64.26,0
Uttar Pradesh,472.,56,Bahraich,1729908,528086,460816,8,988910,0,1233,990143,57.24,57.41,56.89,6.96
Uttar Pradesh,473.,57,Kaiserganj,1805946,522251,457572,0,979823,0,2500,982323,54.39,53.92,54.65,0
Uttar Pradesh,474.,58,Shrawasti,1914739,548122,448359,5,996486,0,653,997139,52.08,52.81,51.14,6.94
Uttar Pradesh,475.,59,Gonda,1770248,490088,432094,2,922184,0,1939,924123,52.2,50.92,53.5,2.78
Uttar Pradesh,476.,60,Domariyaganj,1885433,489185,495930,0,985115,0,215,985330,52.26,48.06,57.18,0
Uttar Pradesh,477.,61,Basti,1845223,537937,510947,1,1048885,0,6316,1055201,57.19,53.92,60.29,0.73
Uttar Pradesh,478.,62,Sant Kabir Nagar,1962903,527427,533378,1,1060806,0,3119,1063925,54.2,49.45,59.52,1.09
Uttar Pradesh,479.,63,Maharajganj,1915408,607060,618619,7,1225686,0,1538,1227224,64.07,59.3,69.39,2.66
Uttar Pradesh,480.,64,Gorakhpur,1981197,627713,553509,0,1181222,0,3703,1184925,59.81,57.83,61.81,0
Uttar Pradesh,481.,65,Kushi Nagar,1761564,526776,522399,4,1049179,0,4130,1053309,59.79,55.23,64.68,2.86
Uttar Pradesh,482.,66,Deoria,1754195,506109,502783,4,1008896,0,6700,1015596,57.9,52.86,63.11,4.17
Uttar Pradesh,483.,67,Bansgaon,1751258,482600,482462,2,965064,0,4719,969783,55.38,50.2,61.09,2.3
Uttar Pradesh,484.,68,Lalganj,1751980,468375,489947,0,958322,0,2742,961064,54.86,50.07,60,0
Uttar Pradesh,485.,69,Azamgarh,1789168,523819,501829,0,1025648,0,4148,1029796,57.56,53.81,61.52,0
Uttar Pradesh,486.,70,Ghosi,1991651,589077,548040,0,1137117,0,4363,1141480,57.31,54.88,59.69,0
Uttar Pradesh,487.,71,Salempur,1667282,469667,446144,0,915811,0,8290,924101,55.43,51.61,58.92,0
Uttar Pradesh,488.,72,Ballia,1822625,531670,449438,4,981112,0,9459,990571,54.35,52.9,54.97,7.55
Uttar Pradesh,489.,73,Jaunpur,1867976,520123,518437,0,1038560,0,3273,1041833,55.77,52.48,59.13,0
Uttar Pradesh,490.,74,Machhlishahr,1848306,511790,520320,1,1032111,0,3299,1035410,56.02,51.92,60.33,1.11
Uttar Pradesh,491.,75,Ghazipur,1881077,580248,519642,0,1099890,0,7607,1107497,58.88,56.35,61.04,0
Uttar Pradesh,492.,76,Chandauli,1756837,589802,490253,5,1080060,0,6133,1086193,61.83,61.35,61.64,4.46
Uttar Pradesh,493.,77,Varanasi,1856791,606306,452435,3,1058744,0,2085,1060829,57.13,59.03,54.54,2.54
Uttar Pradesh,494.,78,Bhadohi,1942514,540234,496990,5,1037229,0,2634,1039863,53.53,50.91,56.39,2.89
Uttar Pradesh,495.,79,Mirzapur,1845150,587558,520101,1,1107660,0,1399,1109059,60.11,60.34,59.69,0.65
Uttar Pradesh,496.,80,Robertsganj,1723538,534178,453411,0,987589,0,1215,988804,57.37,57.54,57.03,0
Uttarakhand,497.,1,Tehri Garhwal,1493543,428054,435743,9,863806,0,15377,879183,58.87,54.35,61.73,17.65
Uttarakhand,498.,2,Garhwal,1355796,330296,391050,3,721349,0,26673,748022,55.17,46.61,60.43,9.09
Uttarakhand,499.,3,Almora,1337808,309061,368861,2,677924,0,21883,699807,52.31,44.46,57.39,40
Uttarakhand,500.,4,Nainital-udhamsingh Nagar,1828433,647658,601589,9,1249256,0,11754,1261010,68.97,67.05,69.76,34.62
Uttarakhand,501.,5,Hardwar,1840738,671478,593713,22,1265213,0,8180,1273393,69.18,68.13,69.43,17.19
West Bengal,502.,1,Cooch behar,1814200,778609,741742,1,1520352,0,5094,1525446,84.08,82.39,85.33,16.67
West Bengal,503.,2,Alipurduars,1648383,689356,686548,1,1375905,0,5271,1381176,83.79,82.43,84.55,4.35
West Bengal,504.,3,Jalpaiguri,1735464,769205,728505,1,1497711,0,3668,1501379,86.51,86.52,86.07,5.56
West Bengal,505.,4,Darjeeling,1611317,642333,617792,0,1260125,0,9541,1269666,78.8,78.55,77.85,0
West Bengal,506.,5,Raiganj,1601220,639728,632825,4,1272557,0,5519,1278076,79.82,76.93,82.23,8.33
West Bengal,507.,6,Balurghat,1431704,605721,589598,21,1195340,0,2897,1198237,83.69,82.11,84.96,33.87
West Bengal,508.,7,Maldaha Uttar,1685955,661444,690382,4,1351830,0,3537,1355367,80.39,76.43,84.15,7.55
West Bengal,509.,8,Maldaha Dakshin,1575590,625059,650335,4,1275398,0,4579,1279977,81.24,77.88,84.13,11.76
West Bengal,510.,9,Jangipur,1616213,638429,664486,1,1302916,0,1713,1304629,80.72,77.27,84.12,2.44
West Bengal,511.,10,Baharampur,1638378,641365,654690,2,1296057,0,4976,1301033,79.41,76.08,82.31,5
West Bengal,512.,11,Murshidabad,1725187,720758,731221,4,1451983,0,2209,1454192,84.29,81.48,86.99,14.29
West Bengal,513.,12,Krishnanagar,1631698,688470,672857,4,1361331,0,5270,1366601,83.75,81.1,85.96,9.76
West Bengal,514.,13,Ranaghat,1762252,749675,729275,5,1478955,0,5842,1484797,84.26,82.34,85.62,10.42
West Bengal,515.,14,Bangaon,1704632,716577,687887,2,1404466,0,4187,1408653,82.64,81.79,83.03,8.7
West Bengal,516.,15,Barrackpore,1436431,579960,522600,7,1102567,0,2132,1104699,76.91,78.13,75.29,24.14
West Bengal,517.,16,Dum dum,1566196,619195,583905,7,1203107,0,1588,1204695,76.92,79.24,74.41,16.28
West Bengal,518.,17,Barasat,1718252,729072,664191,7,1393270,0,2924,1396194,81.26,83.54,78.56,15.91
West Bengal,519.,18,Basirhat,1678357,753166,679304,6,1432476,0,1293,1433769,85.43,87.11,83.49,23.08
West Bengal,520.,19,Jaynagar,1648355,710417,644971,3,1355391,0,995,1356386,82.29,83.9,80.47,5.26
West Bengal,521.,20,Mathurapur,1652096,722868,678047,4,1400919,0,1100,1402019,84.86,84.76,84.84,14.29
West Bengal,522.,21,Diamond harbour,1719190,745450,662528,9,1407987,0,1386,1409373,81.98,84.04,79.62,16.07
West Bengal,523.,22,Jadavpur,1816857,743145,691668,13,1434826,0,2457,1437283,79.11,81.69,76.26,17.33
West Bengal,524.,23,Kolkata Dakshin,1728851,638271,565962,3,1204236,0,2840,1207076,69.82,71.16,68.03,9.09
West Bengal,525.,24,Kolkata Uttar,1444082,527881,421566,6,949453,0,1186,950639,65.83,66.44,64.9,40
West Bengal,526.,25,Howrah,1633925,656812,564529,18,1221359,0,1349,1222708,74.83,76.94,72.36,69.23
West Bengal,527.,26,Uluberia,1614988,676981,633018,18,1310017,0,1103,1311120,81.18,81.32,80.9,43.9
West Bengal,528.,27,Srerampur,1785472,722334,677696,12,1400042,0,2217,1402259,78.54,78.83,77.97,31.58
West Bengal,529.,28,Hooghly,1766601,735764,719695,9,1455468,0,3166,1458634,82.57,82.49,82.28,25
West Bengal,530.,29,Arambagh,1764726,745780,724650,2,1470432,0,2030,1472462,83.44,82.29,84.41,11.11
West Bengal,531.,30,Tamluk,1694646,731556,712353,7,1443916,0,3024,1446940,85.38,83.32,87.24,21.21
West Bengal,532.,31,Kanthi,1660147,723072,698678,0,1421750,0,3216,1424966,85.83,84.09,87.31,0
West Bengal,533.,32,Ghatal,1800002,738122,748473,5,1486600,0,2738,1489338,82.74,79.94,85.38,25
West Bengal,534.,33,Jhargram,1641868,710101,691203,2,1401306,0,5925,1407231,85.71,85.61,85.08,15.38
West Bengal,535.,34,Medinipur,1674236,713838,693138,1,1406977,0,3344,1410321,84.24,84.16,83.91,6.25
West Bengal,536.,35,Purulia,1645884,695989,656252,1,1352242,0,3619,1355861,82.38,82.54,81.76,11.11
West Bengal,537.,36,Bankura,1648906,703940,663542,3,1367485,0,5160,1372645,83.25,83.66,82.18,33.33
West Bengal,538.,37,Bishnupur,1627199,731565,686305,1,1417871,0,3320,1421191,87.34,87.85,86.39,12.5
West Bengal,539.,38,Bardhaman Purba,1698089,731115,706739,10,1437864,0,1739,1439603,84.78,84.07,85.31,22.22
West Bengal,540.,39,Bardhaman Durgapur,1733578,738241,693229,5,1431475,0,1714,1433189,82.67,83.72,81.38,18.52
West Bengal,541.,40,Asansol,1615865,664991,572239,2,1237232,0,919,1238151,76.62,78.82,74.11,4.55
West Bengal,542.,41,Bolpur,1705073,747330,711617,2,1458949,0,2980,1461929,85.74,85.66,85.47,8.33
West Bengal,543.,42,Birbhum,1699219,743725,703397,1,1447123,0,2985,1450108,85.34,86.15,84.15,5.26
